,description,industry,level,size,line_code,value
2249,Intention use of equity finance: purchase of land or buildings,Other professional scientific,2,total,D0801,18
2250,Intention use of equity finance: purchase of land or buildings,Administrative & support services,1,total,D0801,9
2251,Intention use of equity finance: purchase of land or buildings,Education & training,1,total,D0801,21
2252,Intention use of equity finance: purchase of land or buildings,Health care & social assistance,1,total,D0801,78
2253,Intention use of equity finance: purchase of land or buildings,Arts & recreation services,1,total,D0801,0
2254,Intention use of equity finance: purchase of land or buildings,Other services,1,total,D0801,21
2255,Intention use of equity finance: purchase of land or buildings,total,0,total,D0801,921
2256,Intention use of equity finance: purchase of vehicles,total,0,619 employees,D0802,1191
2257,Intention use of equity finance: purchase of vehicles,total,0,2049 employees,D0802,384
2258,Intention use of equity finance: purchase of vehicles,total,0,5099 employees,D0802,51
2259,Intention use of equity finance: purchase of vehicles,total,0,100+ employees,D0802,27
2260,Intention use of equity finance: purchase of vehicles,"Agriculture, forestry, & fishing",1,total,D0802,186
2261,Intention use of equity finance: purchase of vehicles,Agriculture,2,total,D0802,93
2262,Intention use of equity finance: purchase of vehicles,Commercial fishing,2,total,D0802,0
2263,Intention use of equity finance: purchase of vehicles,Forestry & logging,2,total,D0802,12
2264,Intention use of equity finance: purchase of vehicles,"Agriculture, forestry, & fishing support services",2,total,D0802,81
2265,Intention use of equity finance: purchase of vehicles,Mining,1,total,D0802,3
2266,Intention use of equity finance: purchase of vehicles,Manufacturing,1,total,D0802,111
2267,Intention use of equity finance: purchase of vehicles,"Food, beverage, & tobacco",2,total,D0802,12
2268,Intention use of equity finance: purchase of vehicles,"Textile, clothing, footwear, & leather",2,total,D0802,0
2269,Intention use of equity finance: purchase of vehicles,Wood & paper product,2,total,D0802,6
2270,Intention use of equity finance: purchase of vehicles,"Printing, publishing, & recorded media",2,total,D0802,12
2271,Intention use of equity finance: purchase of vehicles,"Petroleum, coal, chemical, & associated product",2,total,D0802,6
2272,Intention use of equity finance: purchase of vehicles,Non-metallic mineral product,2,total,D0802,15
2273,Intention use of equity finance: purchase of vehicles,Metal product,2,total,D0802,15
2274,Intention use of equity finance: purchase of vehicles,Transport and industrial machinery & equipment,2,total,D0802,18
2275,Intention use of equity finance: purchase of vehicles,Other machinery & equipment,2,total,D0802,3
2276,Intention use of equity finance: purchase of vehicles,Other manufacturing,2,total,D0802,21
2277,Intention use of equity finance: purchase of vehicles,"Electricity, gas, water, & waste services",1,total,D0802,9
2278,Intention use of equity finance: purchase of vehicles,Construction,1,total,D0802,648
2279,Intention use of equity finance: purchase of vehicles,Wholesale trade,1,total,D0802,72
2280,Intention use of equity finance: purchase of vehicles,Machinery & equipment wholesaling,2,total,D0802,15
2281,Intention use of equity finance: purchase of vehicles,Other wholesale trade,2,total,D0802,54
2282,Intention use of equity finance: purchase of vehicles,Retail trade,1,total,D0802,72
2283,Intention use of equity finance: purchase of vehicles,Accommodation & food services,1,total,D0802,3
2284,Intention use of equity finance: purchase of vehicles,"Transport, postal, & warehousing",1,total,D0802,282
2285,Intention use of equity finance: purchase of vehicles,Information media & telecommunications,1,total,D0802,3
2286,Intention use of equity finance: purchase of vehicles,Publishing,2,total,D0802,0
2287,Intention use of equity finance: purchase of vehicles,Motion picture,2,total,D0802,0
2288,Intention use of equity finance: purchase of vehicles,Telecommunications,2,total,D0802,0
2289,Intention use of equity finance: purchase of vehicles,Financial & insurance services,1,total,D0802,6
2290,Intention use of equity finance: purchase of vehicles,Finance,2,total,D0802,0
2291,Intention use of equity finance: purchase of vehicles,Insurance,2,total,D0802,0
2292,Intention use of equity finance: purchase of vehicles,Auxiliary,2,total,D0802,6
2293,Intention use of equity finance: purchase of vehicles,"Rental, hiring, & real estate services",1,total,D0802,18
2294,Intention use of equity finance: purchase of vehicles,"Professional, scientific, & technical services",1,total,D0802,12
2295,Intention use of equity finance: purchase of vehicles,Computer systems design,2,total,D0802,9
2296,Intention use of equity finance: purchase of vehicles,Other professional scientific,2,total,D0802,3
2297,Intention use of equity finance: purchase of vehicles,Administrative & support services,1,total,D0802,60
2298,Intention use of equity finance: purchase of vehicles,Education & training,1,total,D0802,33
2299,Intention use of equity finance: purchase of vehicles,Health care & social assistance,1,total,D0802,39
2300,Intention use of equity finance: purchase of vehicles,Arts & recreation services,1,total,D0802,33
2301,Intention use of equity finance: purchase of vehicles,Other services,1,total,D0802,63
2302,Intention use of equity finance: purchase of vehicles,total,0,total,D0802,1653
2303,Intention use of equity finance: purchase of ICT equipment,total,0,619 employees,D0803,282
2304,Intention use of equity finance: purchase of ICT equipment,total,0,2049 employees,D0803,60
2305,Intention use of equity finance: purchase of ICT equipment,total,0,5099 employees,D0803,18
2306,Intention use of equity finance: purchase of ICT equipment,total,0,100+ employees,D0803,18
2307,Intention use of equity finance: purchase of ICT equipment,"Agriculture, forestry, & fishing",1,total,D0803,6
2308,Intention use of equity finance: purchase of ICT equipment,Agriculture,2,total,D0803,6
2309,Intention use of equity finance: purchase of ICT equipment,Commercial fishing,2,total,D0803,0
2310,Intention use of equity finance: purchase of ICT equipment,Forestry & logging,2,total,D0803,0
2311,Intention use of equity finance: purchase of ICT equipment,"Agriculture, forestry, & fishing support services",2,total,D0803,0
2312,Intention use of equity finance: purchase of ICT equipment,Mining,1,total,D0803,0
2313,Intention use of equity finance: purchase of ICT equipment,Manufacturing,1,total,D0803,30
2314,Intention use of equity finance: purchase of ICT equipment,"Food, beverage, & tobacco",2,total,D0803,6
2315,Intention use of equity finance: purchase of ICT equipment,"Textile, clothing, footwear, & leather",2,total,D0803,3
2316,Intention use of equity finance: purchase of ICT equipment,Wood & paper product,2,total,D0803,15
2317,Intention use of equity finance: purchase of ICT equipment,"Printing, publishing, & recorded media",2,total,D0803,0
2318,Intention use of equity finance: purchase of ICT equipment,"Petroleum, coal, chemical, & associated product",2,total,D0803,3
2319,Intention use of equity finance: purchase of ICT equipment,Non-metallic mineral product,2,total,D0803,0
2320,Intention use of equity finance: purchase of ICT equipment,Metal product,2,total,D0803,3
2321,Intention use of equity finance: purchase of ICT equipment,Transport and industrial machinery & equipment,2,total,D0803,0
2322,Intention use of equity finance: purchase of ICT equipment,Other machinery & equipment,2,total,D0803,0
2323,Intention use of equity finance: purchase of ICT equipment,Other manufacturing,2,total,D0803,3
2324,Intention use of equity finance: purchase of ICT equipment,"Electricity, gas, water, & waste services",1,total,D0803,3
2325,Intention use of equity finance: purchase of ICT equipment,Construction,1,total,D0803,60
2326,Intention use of equity finance: purchase of ICT equipment,Wholesale trade,1,total,D0803,36
2327,Intention use of equity finance: purchase of ICT equipment,Machinery & equipment wholesaling,2,total,D0803,0
2328,Intention use of equity finance: purchase of ICT equipment,Other wholesale trade,2,total,D0803,33
2329,Intention use of equity finance: purchase of ICT equipment,Retail trade,1,total,D0803,48
2330,Intention use of equity finance: purchase of ICT equipment,Accommodation & food services,1,total,D0803,63
2331,Intention use of equity finance: purchase of ICT equipment,"Transport, postal, & warehousing",1,total,D0803,3
2332,Intention use of equity finance: purchase of ICT equipment,Information media & telecommunications,1,total,D0803,12
2333,Intention use of equity finance: purchase of ICT equipment,Publishing,2,total,D0803,0
2334,Intention use of equity finance: purchase of ICT equipment,Motion picture,2,total,D0803,0
2335,Intention use of equity finance: purchase of ICT equipment,Telecommunications,2,total,D0803,9
2336,Intention use of equity finance: purchase of ICT equipment,Financial & insurance services,1,total,D0803,15
2337,Intention use of equity finance: purchase of ICT equipment,Finance,2,total,D0803,0
2338,Intention use of equity finance: purchase of ICT equipment,Insurance,2,total,D0803,0
2339,Intention use of equity finance: purchase of ICT equipment,Auxiliary,2,total,D0803,15
2340,Intention use of equity finance: purchase of ICT equipment,"Rental, hiring, & real estate services",1,total,D0803,0
2341,Intention use of equity finance: purchase of ICT equipment,"Professional, scientific, & technical services",1,total,D0803,51
2342,Intention use of equity finance: purchase of ICT equipment,Computer systems design,2,total,D0803,6
2343,Intention use of equity finance: purchase of ICT equipment,Other professional scientific,2,total,D0803,45
2344,Intention use of equity finance: purchase of ICT equipment,Administrative & support services,1,total,D0803,0
2345,Intention use of equity finance: purchase of ICT equipment,Education & training,1,total,D0803,21
2346,Intention use of equity finance: purchase of ICT equipment,Health care & social assistance,1,total,D0803,30
2347,Intention use of equity finance: purchase of ICT equipment,Arts & recreation services,1,total,D0803,0
2348,Intention use of equity finance: purchase of ICT equipment,Other services,1,total,D0803,0
2349,Intention use of equity finance: purchase of ICT equipment,total,0,total,D0803,381
2350,Intention use of equity finance: purchase of machinery or equipment,total,0,619 employees,D0804,1242
2351,Intention use of equity finance: purchase of machinery or equipment,total,0,2049 employees,D0804,258
2352,Intention use of equity finance: purchase of machinery or equipment,total,0,5099 employees,D0804,75
2353,Intention use of equity finance: purchase of machinery or equipment,total,0,100+ employees,D0804,54
2354,Intention use of equity finance: purchase of machinery or equipment,"Agriculture, forestry, & fishing",1,total,D0804,243
2355,Intention use of equity finance: purchase of machinery or equipment,Agriculture,2,total,D0804,150
